name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,engine,seats
Maruti Alto K10 VXI,2017,4589,25000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Swift Dzire VDI,2017,10342,20000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai i20 Active SX Diesel,2016,8918,42323,Diesel,Dealer,Manual,First Owner,1396 CC,5
BMW X1 sDrive20d M Sport,2011,14726,42545,Diesel,Dealer,Automatic,First Owner,1998 CC,5
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,9452,32000,Diesel,Dealer,Manual,First Owner,1248 CC,5
Maruti Swift Dzire VDI Optional,2017,8068,41232,Diesel,Dealer,Manual,First Owner,1248 CC,5
Mahindra Bolero B4,2015,6096,40200,Diesel,Dealer,Manual,First Owner,1498 CC,7
Ford Ecosport Sports Diesel,2013,6507,48000,Diesel,Dealer,Manual,Second Owner,1498 CC,5
Honda Amaze E Diesel BSIV,2014,6370,27233,Diesel,Dealer,Manual,First Owner,1498 CC,5
Tata Manza Aura Safire,2011,3082,35000,Petrol,Individual,Manual,First Owner,1368 CC,5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,4247,200000,Diesel,Individual,Manual,Second Owner,2494 CC,8
Tata Sumo EX,2016,6096,63000,Diesel,Dealer,Manual,First Owner,2956 CC,9
Mahindra Bolero B4,2015,6096,62000,Diesel,Dealer,Manual,First Owner,1498 CC,7
Tata New Safari 3L Dicor LX 4x2,2012,6164,68240,Diesel,Dealer,Manual,First Owner,2956 CC,7
Mahindra Scorpio 1.99 S10 4WD,2008,6164,78000,Diesel,Dealer,Manual,First Owner,1997 CC,7
Maruti Swift VDI BSIV,2017,7192,38000,Diesel,Dealer,Manual,Second Owner,,
Maruti Wagon R VXI,2010,2740,35000,Petrol,Dealer,Manual,First Owner,998 CC,5
Maruti Swift Dzire LXI,2018,8370,9000,Petrol,Dealer,Manual,First Owner,1197 CC,5
Hyundai Creta 1.6 CRDi Anniversary Edition,2016,11233,39000,Diesel,Dealer,Manual,First Owner,1582 CC,5
Hyundai Creta 1.4 CRDi S,2016,11301,39000,Diesel,Dealer,Manual,First Owner,1396 CC,5
Ford Ecosport 1.5 Diesel Titanium,2015,8205,92651,Diesel,Dealer,Manual,First Owner,1498 CC,5
Maruti Swift LXi BSIV,2018,6712,28000,Petrol,Dealer,Manual,First Owner,1197 CC,5
Hyundai EON Magna Plus,2017,4658,30000,Petrol,Individual,Manual,First Owner,814 CC,5
Mercedes-Benz E-Class E350 Petrol,2009,13699,80000,Petrol,Individual,Automatic,Third Owner,3498 CC,5
Hyundai Creta 1.6 CRDi SX,2018,16945,46000,Diesel,Individual,Manual,First Owner,1582 CC,5
Volkswagen Polo Diesel Highline 1.2L,2013,4795,70000,Diesel,Individual,Manual,Second Owner,1199 CC,5
Maruti 800 Std,2000,425,56194,Petrol,Individual,Manual,Fourth & Above Owner,796 CC,4
Maruti Swift ZXI Plus,2018,9521,40000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto 800 VXI,2015,3699,40000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Ertiga SHVS VDI,2016,10822,120000,Diesel,Individual,Manual,First Owner,1248 CC,7
Maruti Swift VDI Optional,2016,8082,120000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift Dzire AMT VXI,2017,8699,120000,Petrol,Individual,Automatic,First Owner,1197 CC,5
Mahindra Bolero 2011-2019 ZLX,2015,7397,110000,Diesel,Individual,Manual,Second Owner,2523 CC,7
Renault Pulse RxZ,2012,3630,67000,Diesel,Individual,Manual,Second Owner,1461 CC,5
Maruti Swift Dzire ZDI,2014,8219,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Verna 1.6 CRDI,2012,5616,100000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Toyota Etios GD,2015,7192,80000,Diesel,Individual,Manual,Second Owner,1364 CC,5
Ford Figo Diesel EXI Option,2011,2055,50000,Diesel,Individual,Manual,First Owner,1399 CC,5
Maruti Esteem Lxi - BSIII,2007,753,70000,Petrol,Individual,Manual,Third Owner,1298 CC,5
Maruti Omni 5 Seater BSIV,2011,1781,70000,Petrol,Individual,Manual,Second Owner,796 CC,5
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,12671,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Renault Lodgy 85PS RxE 7 Seater,2017,9452,65000,Diesel,Individual,Manual,Second Owner,1461 CC,7
Maruti Ertiga VDI,2012,7671,200000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Maruti Ciaz Zeta Diesel,2018,13014,7500,Diesel,Individual,Manual,First Owner,1248 CC,5
Renault Lodgy 85PS RxE 7 Seater,2017,9521,65000,Diesel,Individual,Manual,Second Owner,1461 CC,7
Maruti Swift VXI,2013,6164,35000,Petrol,Individual,Manual,Second Owner,1197 CC,5
BMW 5 Series 530d,2013,27397,60000,Diesel,Individual,Automatic,First Owner,2993 CC,5
Maruti Swift VXi BSIV,2009,3151,71000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto K10 LXI,2017,4110,30000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Alto LXi,2012,2740,50000,Petrol,Individual,Manual,Second Owner,796 CC,5
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,9932,80000,Diesel,Individual,Automatic,Second Owner,2143 CC,5
Nissan Micra XV,2011,3219,90000,Petrol,Individual,Manual,Second Owner,1198 CC,5
Hyundai i20 2015-2017 Sportz 1.2,2017,9123,13000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti 800 AC,2000,890,100000,Petrol,Individual,Manual,Third Owner,796 CC,4
Hyundai Santro Xing XG,2004,1164,80000,Petrol,Individual,Manual,Third Owner,,
Honda WR-V i-DTEC VX,2018,11425,30000,Diesel,Individual,Manual,First Owner,1498 CC,5
Mahindra Bolero 2011-2019 SLX,2012,5890,120000,Diesel,Individual,Manual,First Owner,2523 CC,7
Maruti Swift Vdi BSIII,2010,4932,120000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai EON Era Plus,2014,3288,70000,Petrol,Individual,Manual,First Owner,814 CC,5
Maruti Swift VDI Deca,2016,2877,210000,Diesel,Individual,Manual,First Owner,1248 CC,5
Tata Indigo eCS LE TDI BSIII,2010,1849,148000,Diesel,Individual,Manual,Second Owner,1396 CC,5
Mahindra TUV 300 T6 Plus,2017,9589,54188,Diesel,Individual,Manual,First Owner,1493 CC,7
Mahindra TUV 300 T6 Plus,2017,10274,60000,Diesel,Individual,Manual,First Owner,1493 CC,7
Skoda Rapid 1.6 TDI Elegance,2012,5822,90000,Diesel,Individual,Manual,First Owner,1598 CC,5
Chevrolet Beat LT,2011,2055,100000,Petrol,Individual,Manual,Third Owner,1199 CC,5
Hyundai EON D Lite Plus,2014,2945,40000,Petrol,Individual,Manual,First Owner,814 CC,5
Datsun GO T BSIV,2014,3082,35000,Petrol,Individual,Manual,First Owner,1198 CC,5
Renault KWID Climber 1.0 MT,2017,4521,20000,Petrol,Individual,Manual,First Owner,999 CC,5
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2007,740,144000,LPG,Individual,Manual,Second Owner,796 CC,5
Hyundai Grand i10 AT Sportz,2014,5123,54043,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Hyundai Verna 1.6 SX CRDI (O) AT,2012,7521,66657,Diesel,Dealer,Automatic,First Owner,1582 CC,5
Tata Indigo CS LS (TDI) BS-III,2016,5342,42000,Diesel,Individual,Manual,Second Owner,1405 CC,5
Hyundai i20 Asta Optional with Sunroof 1.2,2013,6247,35582,Petrol,Dealer,Manual,First Owner,1197 CC,5
Volkswagen Polo GT TSI,2013,6205,54327,Petrol,Dealer,Automatic,Second Owner,1197 CC,5
Volkswagen Ameo 1.2 MPI Highline,2016,7932,7949,Petrol,Dealer,Manual,First Owner,1198 CC,5
Hyundai i10 Sportz 1.2 AT,2010,3534,59734,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Honda City S,2012,5863,49185,Petrol,Dealer,Manual,First Owner,1497 CC,5
Hyundai i10 Magna,2011,3589,56389,Petrol,Dealer,Manual,First Owner,1197 CC,5
Volkswagen Polo Petrol Highline 1.2L,2013,5329,58245,Petrol,Dealer,Manual,First Owner,1198 CC,5
Nissan Micra XL Optional,2015,4740,36422,Petrol,Dealer,Manual,First Owner,1198 CC,5
Honda Jazz Basic,2011,4644,42535,Petrol,Dealer,Manual,First Owner,1198 CC,5
Hyundai i10 Sportz AT,2011,3726,40736,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Maruti Swift VXI,2012,5055,56246,Petrol,Dealer,Manual,First Owner,1197 CC,5
Maruti Swift LXI,2011,3795,55403,Petrol,Dealer,Manual,First Owner,1197 CC,5
Tata Tigor 1.2 Revotron XZ,2018,7329,30000,Petrol,Individual,Manual,First Owner,1199 CC,5
Maruti Alto K10 VXI,2015,3630,67000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Verna 1.6 VTVT,2013,5479,70000,Petrol,Individual,Manual,First Owner,1591 CC,5
Hyundai Grand i10 CRDi Asta,2014,6301,90000,Diesel,Individual,Manual,Second Owner,1120 CC,5
Hyundai Elite i20 Petrol Sportz,2019,9137,7500,Petrol,Individual,Manual,First Owner,1197 CC,5
Tata New Safari DICOR 2.2 EX 4x2,2011,4110,80000,Diesel,Individual,Manual,Second Owner,2179 CC,7
Tata Indigo CR4,2012,3151,186000,Diesel,Individual,Manual,First Owner,1396 CC,5
Tata Indica V2 eLS,2016,2740,110000,Diesel,Individual,Manual,Second Owner,1396 CC,5
Ford Fiesta 1.4 TDCi EXI,2005,2055,120000,Diesel,Individual,Manual,Third Owner,1399 CC,5
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,3836,105358,Diesel,Individual,Manual,Third Owner,1399 CC,5
Hyundai i20 Sportz Option 1.2,2014,8082,70000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Hyundai i10 Era,2010,1945,49200,Petrol,Individual,Manual,Second Owner,1086 CC,5
Honda City i-VTEC VX,2017,11644,40000,Petrol,Individual,Manual,First Owner,1497 CC,5
Honda Mobilio V i DTEC,2014,8219,40000,Diesel,Individual,Manual,Second Owner,1498 CC,7
Mahindra TUV 300 T8,2017,9589,40000,Diesel,Individual,Manual,First Owner,1493 CC,7
Chevrolet Beat LS,2013,2740,70000,Petrol,Individual,Manual,First Owner,1199 CC,5
Hyundai Creta 1.6 CRDi SX,2016,12329,110000,Diesel,Individual,Manual,First Owner,1582 CC,5
Maruti Alto K10 VXI,2014,3014,100000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,8904,10000,Petrol,Individual,Automatic,Second Owner,1197 CC,5
Toyota Fortuner 2.8 4WD AT BSIV,2017,42466,70000,Diesel,Individual,Automatic,First Owner,2755 CC,7
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,20548,100600,Diesel,Individual,Manual,Second Owner,2393 CC,8
BMW X3 xDrive20d,2012,24658,50000,Diesel,Individual,Automatic,First Owner,1995 CC,5
Mahindra XUV500 W8 4WD,2014,10959,136000,Diesel,Individual,Manual,First Owner,2179 CC,7
Mercedes-Benz GLA Class 200 CDI SPORT,2017,28767,48000,Diesel,Individual,Automatic,Second Owner,2143 CC,5
Ford Fiesta 1.4 ZXi TDCi LE,2010,3425,110000,Diesel,Individual,Manual,Third Owner,1399 CC,5
Renault Duster 110PS Diesel RxZ,2012,7534,86000,Diesel,Individual,Manual,First Owner,1461 CC,5
Maruti Alto LXi,2009,1712,141000,Petrol,Individual,Manual,Second Owner,796 CC,5
Honda City 1.5 S MT,2011,6164,80000,Petrol,Individual,Manual,Third Owner,1497 CC,5
Mahindra XUV500 W10 2WD,2015,11644,140000,Diesel,Individual,Manual,First Owner,2179 CC,7
Maruti Swift Dzire ZDI,2014,6301,65000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Swift Dzire VDI,2014,5959,110000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Tata Indigo LX,2008,1644,100000,Diesel,Individual,Manual,Second Owner,1405 CC,5
Maruti Swift VDI Optional,2015,8219,80000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Wagon R VXI BS IV,2008,1849,90000,Petrol,Individual,Manual,Second Owner,998 CC,5
Ford Figo 1.2P Titanium Plus MT,2016,7534,44000,Petrol,Individual,Manual,First Owner,1196 CC,5
Maruti Celerio ZXI,2014,5274,25000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Creta 1.6 VTVT S,2016,10959,25000,Petrol,Individual,Manual,First Owner,1591 CC,5
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,10685,35000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti Alto LXi BSIII,2008,1370,195000,Petrol,Individual,Manual,Second Owner,796 CC,5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,8904,60000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti 800 AC,2004,685,50000,Petrol,Individual,Manual,First Owner,796 CC,4
Hyundai Verna 1.6 VGT CRDi,2012,5822,100000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Fiat Linea 1.3 Multijet Emotion,2015,6849,70000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift VDI BSIV,2017,8082,30000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Celerio ZXI,2016,6301,27000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Swift ZXI Plus,2020,7918,5000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Ertiga VDI,2012,7534,110000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Honda City Corporate Edition,2013,6370,80000,Petrol,Individual,Manual,Second Owner,1497 CC,5
Mahindra Bolero Power Plus ZLX,2018,12192,80000,Diesel,Individual,Manual,First Owner,1493 CC,7
Mahindra Verito 1.5 D6 BSIII,2014,3425,110000,Diesel,Individual,Manual,First Owner,1461 CC,5
Maruti Wagon R AMT VXI,2018,5753,35000,Petrol,Individual,Automatic,First Owner,998 CC,5
Maruti Swift Dzire VXI 1.2,2017,7534,20000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto 800 LXI,2018,3699,20000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Swift Dzire AMT VXI BS IV,2018,9589,7800,Petrol,Individual,Automatic,First Owner,1197 CC,5
Maruti Swift VXI Optional,2017,6849,20000,Petrol,Individual,Manual,First Owner,1197 CC,5
Tata Hexa XE,2019,17123,15000,Diesel,Individual,Manual,First Owner,2179 CC,7
Hyundai i20 Magna,2013,4384,31377,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Swift Dzire VDI,2018,9589,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Wagon R VXI BS IV,2015,3973,60000,Petrol,Individual,Manual,First Owner,998 CC,5
Toyota Corolla Altis 1.8 VL AT,2012,7534,100000,Petrol,Individual,Automatic,First Owner,1794 CC,5
Honda Brio S MT,2012,3630,60000,Petrol,Individual,Manual,First Owner,1198 CC,5
Maruti Baleno Alpha Automatic,2018,11370,5000,Petrol,Individual,Automatic,First Owner,1197 CC,5
Tata Safari Storme EX,2017,10959,60000,Diesel,Individual,Manual,First Owner,2179 CC,7
Maruti Alto LXi,2011,2192,25000,Petrol,Individual,Manual,Second Owner,796 CC,5
Renault KWID RXT,2018,4589,30000,Petrol,Individual,Manual,First Owner,799 CC,5
Datsun GO T BSIV,2017,4507,80000,Petrol,Individual,Manual,Second Owner,1198 CC,5
Maruti Vitara Brezza VDi Option,2017,10616,75000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Xcent 1.2 VTVT SX,2020,7178,32000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto 800 LXI,2015,3356,40000,Petrol,Individual,Manual,First Owner,796 CC,5
Hyundai i20 1.2 Sportz,2012,3767,93000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Hyundai i20 Active 1.4 SX with AVN,2015,8356,50000,Diesel,Individual,Manual,Second Owner,1396 CC,5
Maruti Swift Dzire VDI,2015,8425,60000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Ertiga ZDI,2014,9370,60000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Maruti Ertiga ZDI,2014,9315,64000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Renault Duster 85PS Diesel RxE,2014,6849,120000,Diesel,Individual,Manual,First Owner,1461 CC,5
Renault Duster 85PS Diesel RxE,2014,7123,120000,Diesel,Individual,Manual,First Owner,1461 CC,5
Toyota Etios GD SP,2012,5342,140000,Diesel,Individual,Manual,Second Owner,,
Toyota Etios GD SP,2012,5959,135000,Diesel,Individual,Manual,Third Owner,,
Maruti Swift VDI BSIV,2010,4795,166000,Diesel,Individual,Manual,Second Owner,,
Ford Freestyle Trend Diesel BSIV,2018,9247,60000,Diesel,Individual,Manual,First Owner,1498 CC,5
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,18493,81500,Diesel,Individual,Automatic,Second Owner,2143 CC,5
Mercedes-Benz New C-Class 250 CDI Classic,2011,18493,80000,Diesel,Individual,Automatic,First Owner,2148 CC,5
Maruti Swift Dzire VXI 1.2,2019,9247,5000,Petrol,Individual,Manual,First Owner,1197 CC,5
Ford Ecosport 1.5 Diesel Titanium,2016,9932,30000,Diesel,Individual,Manual,First Owner,1498 CC,5
Mahindra XUV300 W8 Option Diesel BSIV,2019,16438,15000,Diesel,Individual,Manual,First Owner,1497 CC,5
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,8904,40000,Diesel,Dealer,Manual,First Owner,1498 CC,5
Mahindra XUV300 W8 Option BSIV,2019,14932,16500,Petrol,Dealer,Manual,First Owner,1197 CC,5
Hyundai Creta 1.6 CRDi AT SX Plus,2017,15068,67000,Diesel,Individual,Automatic,First Owner,1582 CC,5
Hyundai i20 1.4 Asta Option,2017,9178,48000,Diesel,Individual,Manual,First Owner,1396 CC,5
Hyundai i20 1.4 Sportz,2018,10685,35000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti Ciaz 1.3 Alpha,2017,9863,60000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift VXI BSIV,2018,8356,52000,Petrol,Dealer,Manual,First Owner,1197 CC,5
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,8219,29000,Diesel,Individual,Manual,First Owner,1498 CC,5
Renault Duster 85PS Diesel RxL,2016,7329,50000,Diesel,Individual,Manual,First Owner,1461 CC,5
Hyundai i10 Magna,2009,1945,110000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Baleno Sigma 1.2,2017,7055,23000,Petrol,Individual,Manual,First Owner,1197 CC,5
Datsun GO T Option BSIV,2016,4589,40000,Petrol,Dealer,Manual,First Owner,1198 CC,5
Hyundai Creta 1.4 CRDi Base,2017,13110,60000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti Swift Dzire VDI,2017,8288,127000,Diesel,Individual,Manual,First Owner,1248 CC,5
Tata Manza Club Class Quadrajet90 EX,2013,4329,140000,Diesel,Individual,Manual,First Owner,1248 CC,5
Renault Triber RXZ BSIV,2019,9247,5000,Petrol,Individual,Manual,First Owner,999 CC,7
Maruti Swift Dzire VDI,2015,7123,70000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift Dzire Vdi BSIV,2011,3630,60000,Diesel,Individual,Manual,First Owner,1248 CC,5
Volkswagen Polo 1.2 MPI Comfortline,2016,5411,40000,Petrol,Individual,Manual,Second Owner,1199 CC,5
Volkswagen Polo 1.2 MPI Comfortline,2016,5274,40000,Petrol,Individual,Manual,Second Owner,1199 CC,5
Maruti Wagon R LXI Minor,2009,1945,70000,Petrol,Individual,Manual,Second Owner,1061 CC,5
Hyundai i10 Era,2009,2192,35000,Petrol,Individual,Manual,First Owner,1086 CC,5
Tata Indigo CS LX (TDI) BS III,2012,2466,50000,Diesel,Individual,Manual,Third Owner,1396 CC,5
Honda City V MT,2013,6575,42462,Petrol,Dealer,Manual,First Owner,1497 CC,5
Maruti Swift VDI BSIV,2015,6438,54723,Diesel,Dealer,Manual,First Owner,1248 CC,5
Maruti Ignis 1.2 Delta BSIV,2018,6575,20375,Petrol,Dealer,Manual,First Owner,1197 CC,5
Maruti Swift ZDI Plus,2013,6164,43978,Diesel,Dealer,Manual,Second Owner,1248 CC,5
Maruti Swift Dzire Tour LDI,2017,7123,28832,Diesel,Dealer,Manual,First Owner,1248 CC,5
Ford Figo Titanium Blu,2019,9589,3177,Petrol,Dealer,Manual,First Owner,1194 CC,5
Hyundai Grand i10 Magna,2015,5479,39414,Petrol,Dealer,Manual,First Owner,1197 CC,5
Tata Indica V2 GLX BSIII,2012,2740,30078,Petrol,Dealer,Manual,First Owner,1396 CC,5
Hyundai EON Magna Plus Option,2012,3425,44588,Petrol,Dealer,Manual,First Owner,814 CC,5
Maruti Celerio ZXI,2015,5479,49907,Petrol,Dealer,Manual,First Owner,998 CC,5
Maruti Swift VXI,2013,5082,67082,Petrol,Dealer,Manual,Second Owner,1197 CC,5
Hyundai Grand i10 Asta Option,2016,6164,40000,Petrol,Individual,Manual,First Owner,1197 CC,5
Ford EcoSport 1.5 Diesel Titanium BSIV,2016,7808,112879,Diesel,Dealer,Manual,Second Owner,1498 CC,5
Honda Brio S MT,2013,4110,80000,Petrol,Individual,Manual,Second Owner,1198 CC,5
Hyundai i20 1.2 Asta,2017,8493,25000,Petrol,Individual,Manual,First Owner,1197 CC,5
Honda City i-VTEC V,2018,13000,10200,Petrol,Individual,Manual,First Owner,1497 CC,5
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,10274,60000,Diesel,Individual,Manual,First Owner,1493 CC,7
Maruti Celerio VXI,2017,4795,20000,Petrol,Individual,Manual,Second Owner,998 CC,5
Mahindra XUV500 W10 2WD,2017,17123,60000,Diesel,Individual,Manual,First Owner,2179 CC,7
Renault KWID 1.0,2016,3699,30000,Petrol,Individual,Manual,Third Owner,999 CC,5
Hyundai EON Magna Plus,2013,3219,40000,Petrol,Individual,Manual,Second Owner,814 CC,5
Maruti Swift VXI Optional,2016,6849,60000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto LXi,2012,3014,111000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Swift Dzire LDIX Limited Edition,2014,5205,70000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Alto K10 2010-2014 VXI,2010,2192,100000,Petrol,Individual,Manual,Third Owner,998 CC,5
Maruti Alto K10 2010-2014 VXI,2010,2192,100000,Petrol,Individual,Manual,Third Owner,998 CC,5
Hyundai EON 1.0 Era Plus,2017,4644,25000,Petrol,Individual,Manual,First Owner,998 CC,5
Ford Fiesta Classic 1.6 Duratec CLXI,2011,3151,100000,Petrol,Individual,Manual,First Owner,1596 CC,5
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,5479,35000,Diesel,Individual,Manual,First Owner,1198 CC,6
Hyundai Xcent 1.2 CRDi E Plus,2018,6438,25000,Diesel,Individual,Manual,First Owner,1186 CC,5
Maruti 800 Std,2003,616,58000,Petrol,Individual,Manual,First Owner,796 CC,4
Ford Aspire Titanium BSIV,2019,7877,20000,Petrol,Individual,Manual,First Owner,1194 CC,5
Datsun RediGO SV 1.0,2019,4452,1300,Petrol,Individual,Manual,First Owner,999 CC,5
Maruti 800 AC,1997,685,120000,Petrol,Individual,Manual,Second Owner,796 CC,4
Maruti Wagon R VXI BS IV,2014,4795,15000,Petrol,Individual,Manual,First Owner,998 CC,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,37137,9000,Diesel,Dealer,Automatic,First Owner,1999 CC,5
Lexus ES 300h,2019,70548,20000,Petrol,Dealer,Automatic,First Owner,2487 CC,5
Jaguar XF 2.0 Diesel Portfolio,2017,43836,45000,Diesel,Dealer,Automatic,First Owner,1999 CC,5
Tata Safari Storme EX,2015,6890,110000,Diesel,Individual,Manual,First Owner,2179 CC,7
Volvo XC40 D4 Inscription BSIV,2019,52055,20000,Diesel,Individual,Automatic,First Owner,1969 CC,5
Toyota Camry 2.5 Hybrid,2016,27397,68089,Petrol,Trustmark Dealer,Automatic,First Owner,2494 CC,5
Maruti Wagon R LXI,2013,3082,58343,Petrol,Trustmark Dealer,Manual,First Owner,998 CC,5
Maruti Baleno Alpha 1.3,2018,10137,38817,Diesel,Dealer,Manual,First Owner,1248 CC,5
Honda Jazz VX,2016,7534,56494,Petrol,Trustmark Dealer,Manual,First Owner,1199 CC,5
